rule_type,rule_value,combination,player0_win_rate,total_games,player0_wins,polarization
pushrequirement_victory,MORE_YOUR_COLOR,pushrequirement: MORE + victory: YOUR_COLOR,0.4951690821256038,414.0,205.0,0.004830917874396212
pushrequirement,MORE,pushrequirement: MORE,0.4953333333333333,1500.0,743.0,0.004666666666666708
push_pushrequirement,PUSH_1_MORE,push: PUSH_1 + pushrequirement: MORE,0.4953333333333333,1500.0,743.0,0.004666666666666708
movement_victory,LEAPFROG_ANY_THREE,movement: LEAPFROG + victory: ANY_THREE,0.5043290043290043,462.0,233.0,0.0043290043290042934
movement_victory,MOVE_2_ONE_OF_EACH,movement: MOVE_2 + victory: ONE_OF_EACH,0.504,750.0,378.0,0.0040000000000000036
movement_victory,LEAPFROG_ONE_OF_EACH,movement: LEAPFROG + victory: ONE_OF_EACH,0.4963369963369963,546.0,271.0,0.0036630036630037055
pushout_victory,CENTER_IF_FREE_ONE_OF_EACH,pushout: CENTER_IF_FREE + victory: ONE_OF_EACH,0.4963768115942029,828.0,411.0,0.0036231884057971175
movement_victory,MOVE_2_ANY_THREE,movement: MOVE_2 + victory: ANY_THREE,0.4966996699669967,606.0,301.0,0.0033003300330032848
pushrequirement_victory,MORE_ANY_THREE,pushrequirement: MORE + victory: ANY_THREE,0.4967948717948718,312.0,155.0,0.0032051282051281937
movement_pushrequirement,MOVE_EXACTLY_2_MORE,movement: MOVE_EXACTLY_2 + pushrequirement: MORE,0.5030864197530864,324.0,163.0,0.0030864197530864335
push_victory,PUSH_1_ANY_THREE,push: PUSH_1 + victory: ANY_THREE,0.5029021558872305,2412.0,1213.0,0.0029021558872305286
victory,ANY_THREE,victory: ANY_THREE,0.5029021558872305,2412.0,1213.0,0.0029021558872305286
push_pushrequirement,PUSH_1_MORE_OR_EQUAL,push: PUSH_1 + pushrequirement: MORE_OR_EQUAL,0.4973226238286479,1494.0,743.0,0.0026773761713521083
pushrequirement,MORE_OR_EQUAL,pushrequirement: MORE_OR_EQUAL,0.4973226238286479,1494.0,743.0,0.0026773761713521083
movement_pushrequirement,MOVE_2_FEWER_OR_MORE,movement: MOVE_2 + pushrequirement: FEWER_OR_MORE,0.4974747474747474,396.0,197.0,0.002525252525252597
pushout_pushrequirement,OUT_IS_GONE_MORE,pushout: OUT_IS_GONE + pushrequirement: MORE,0.4978354978354978,462.0,230.0,0.0021645021645022022
movement_pushout,LEAPFROG_OUT_IS_GONE,movement: LEAPFROG + pushout: OUT_IS_GONE,0.5,744.0,372.0,0.0
movement_pushrequirement,MOVE_1_FEWER_OR_MORE,movement: MOVE_1 + pushrequirement: FEWER_OR_MORE,0.5,378.0,189.0,0.0
pushout_victory,CENTER_IF_FREE_ANY_THREE,pushout: CENTER_IF_FREE + victory: ANY_THREE,0.5,882.0,441.0,0.0
pushout_victory,OUT_IS_GONE_ONE_OF_EACH,pushout: OUT_IS_GONE + victory: ONE_OF_EACH,0.5,936.0,468.0,0.0
pushout_pushrequirement,CENTER_IF_FREE_MORE,pushout: CENTER_IF_FREE + pushrequirement: MORE,0.5,528.0,264.0,0.0
movement_pushrequirement,MOVE_1_MORE_OR_EQUAL,movement: MOVE_1 + pushrequirement: MORE_OR_EQUAL,0.5,378.0,189.0,0.0
